full_address,자치구,대표지번,lon,lat,geocode_error,사업번호,법정동,사업구분,운영구분,추진위원회/조합명,진행단계,상태,토지등 소유자 수,정비구역명칭,정비구역위치,정비구역면적(㎡),건축연면적(㎡),용도지역,용도지구,택지면적(㎡),도로면적(㎡),공원면적(㎡),녹지면적(㎡),공공공지면적(㎡),학교면적(㎡),기타면적(㎡),주용도,건폐율,용적률,높이(m),지상층수,지하층수,분양세대총수,60㎡이하,60㎡초과~85㎡이하,85㎡초과,임대세대총수,(임대)40㎡이하,(임대)40㎡초과~50㎡이하,(임대)50㎡초과,건축계획비고,위치도,조감도,배치도,조합사무실 주소,조합사무실 전화번호
서울특별시 용산구 한강로2가 342,용산구,한강로2가 342,,,NO_RESULT,11170-100004001,한강로2가,재개발(도시정비형),조합,용산역전면 제3구역 도시환경정비사업조합,이전고시,운영,98,용산역전면 제3구역,용산구 한강로2가 342번지,24788,,일반상업지역,중심지미관지구 / 특별계획구역,12019.9,10581.4,2186.7,,1395.73,,,공동주택업무판매,49.62,962.25,149,40,,194,,,194,0,,,,,/servlet/image/assc/2010/08/201008051610111280992211844.jpg,/servlet/image/assc/2009/12/200912301638011262158681875.jpg,/servlet/image/assc/2009/12/200912301638011262158681609.jpg,"서울특별시 용산구 한강대로 95, 2층 226호 (한강로2가, 래미안용산 더 센트럴)",02-793-0031
서울특별시 성북구 성북동 179-68,성북구,성북동 179-68,127.0051934,37.59107627,,11290-100004001,성북동,재개발(주택정비형),조합,성북1구역 공공재개발 정비사업 주민대표회의,조합설립인가,운영,1192,성북1구역공공재개발정비사업주민대표회의,성북구 성북동 179-68번지 ,109639.7,305315.95,제1종일반주거지역 제2종일반주거지역,자연경관지구,94850.3,8531.4,6258,,,,,공동주택,27.74,204.87,,30,3,1668,895,530,243,418,143,192,83,,/servlet/image/assc/2010/08/201008091418051281331085735.jpg,/servlet/image?url=images/assc/2025/09/202509251702141758787334754.jpg,/servlet/image?url=images/assc/2025/09/202509251659481758787188584.jpg,"서울특별시 성북구 성북로2길 31, 삼우빌딩 406호 (동소문동1가)",02-3673-4550
서울특별시 관악구 봉천동 1553-1,관악구,봉천동 1553-1,,,NO_RESULT,11620-100003007,봉천동,재개발(주택정비형),조합청산,봉천제12-2구역 주택재개발정비사업조합,조합청산,운영,765,봉천제12-2구역 주택재개발구역,관악구 봉천동 1553-1번지,80836,221254.84,1 2 3종 일반주거지역,,60689,19413.8,76,477.2,,,1427.46,공동주택(아파트) 부대복리시설,24.68,244.85,57,20,3,1237,312,827,98,247,178,56,13,,/servlet/image/assc/2011/11/201111181707181321603638916.jpg,/servlet/image/assc/2014/07/201407101043131404956593342.jpg,/servlet/image/assc/2014/07/201407101106091404957969906.jpg,새들한의원 2층,02-884-3606
서울특별시 성북구 길음동 498,성북구,길음동 498,,,NO_RESULT,11290-100015000,길음동,재개발(주택정비형),조합,길음2재정비촉진구역 주택재개발정비사업조합,조합해산,운영,1611,길음2재정비촉진구역,성북구 길음동 498번지,104979.3,331861.08,도시지역 제3종일반주거지역,재정비촉진지구,71423,17360.4,7769.5,5473.4,299,,,공동주택및근린생활시설,22.12,299.7,115,39,4,1660,875,691,94,339,169,136,34,,/servlet/image/assc/2010/11/201011031107571288750077673.jpg,/servlet/image/assc/2015/10/201510051711101444032670173.jpg,/servlet/image/assc/2015/10/201510051717031444033023862.jpg,"401호(하월곡동,미성빌딩)",02-945-0509
서울특별시 송파구 가락동 138,송파구,가락동 138,127.1285861,37.49379468,,11710-900000740,가락동,재건축,조합,가락미륭아파트 재건축정비사업조합,사업시행인가,운영,445,가락미륭아파트 재건축정비사업,송파구 가락동 138-0,20296.6,99995.32,제3종일반주거지역,,20296.6,,,,,,,공동주택 및 부대복,2.73,299.25,105,20,3,521,110,411,,93,,55,38,,/servlet/image?url=images/assc/2025/10/202510011332101759293130501.jpg,/servlet/image/assc/2024/07/202407021625581719905158956.jpg,/servlet/image/assc/2024/07/202407021627561719905276188.jpg,"서울특별시 송파구 동남로 167, 401호 (가락동)",02-3402-2483
서울특별시 관악구 신림동 1480-1,관악구,신림동 1480-1,126.9142112,37.47948279,,11620-900000903,신림동,지역주택,조합,(가칭)신림지역주택조합 추진위원회,조합설립인가,운영,834,(가칭)신림지역주택조합 추진위원회,관악구 신림동 1480-1,57695,170923.94,제2종일반주거지역,지구단위계획구역,57695,,11249,,,850,,공동주택(아파트) 및 부대복리시설,15.23,232.82,,27,2,1166,560,606,,0,,,,,/servlet/image?url=images/assc/2022/03/202203181528521647584932657.png,/servlet/image?url=images/assc/2022/03/202203181603041647586984292.jpg,/servlet/image?url=images/assc/2022/03/202203181603081647586988131.png,"서울특별시 관악구 남부순환로 1454, 4층 (신림동)",02-867-8399
서울특별시 서초구 반포동 46,서초구,반포동 46,127.0102612,37.49920105,,11650-900000907,반포동,리모델링,조합,반포동엠브이아파트 리모델링주택조합,조합설립인가,운영,154,반포동엠브이아피트 리모델링주택사업,서초구 반포동 46-0,3933.6,33257.74,제3종일반주거지역,,3933.6,,,,,,,공동주택,41.97,538.67,61,21,5,0,,,,0,,,,,/servlet/image?url=images/assc/2025/10/202510011552511759301571140.pdf,/servlet/image?url=images/assc/2025/10/202510011552511759301571145.pdf,/servlet/image?url=images/assc/2025/10/202510011552511759301571154.pdf,,
서울특별시 관악구 봉천동 14-120,관악구,봉천동 14-120,126.9592091,37.48778122,,11620-900000909,봉천동,지역주택,조합,(가칭)청림동지역주택조합,조합설립인가,운영,205,(가칭)청림동지역주택조합,관악구 봉천동 14-120,,4878926.41,도시지역,3종일반주거지역2종일반주거지역,15656,175.1,,,,,,공동주택,19.54,199.98,,24,2,372,333,39,,0,,,,,/servlet/image?url=images/assc/2025/09/202509261208201758856100636.pdf,/servlet/image?url=images/assc/2025/09/202509261208201758856100639.pdf,/servlet/image?url=images/assc/2025/09/202509261208201758856100682.pdf,"서울특별시 관악구 은천로 186, 4층 (봉천동)",02-872-8883
서울특별시 강북구 번동 441-3,강북구,번동 441-3,127.0277309,37.63428266,,11305-900001145,번동,재개발(주택정비형),공공지원자,번동 441-3번지 일대 주택재개발정비사업,정비계획 수립,운영,521,번동 441-3번지 일대 주택재개발정비사업,강북구 번동 441-3,3370.18,136487.1,제3종일반주거지역,,26750.6,2654.2,3167.7,,,,,공동주택 및 부대복리시설,39.45,289.99,77,26,4,728,346,382,,175,126,30,19,,/servlet/image?url=images/assc/2025/10/202510011541351759300895485.png,/servlet/image?url=images/assc/2025/10/202510011541351759300895525.png,/servlet/image?url=images/assc/2025/10/202510011541351759300895970.png,,
서울특별시 동대문구 답십리동 12,동대문구,답십리동 12,,,NO_RESULT,11230-900000913,답십리동,재개발(주택정비형),조합,답십리제17구역 주택재개발정비사업,준공인가,운영,155,답십리제17구역 주택재개발정비사업,동대문구 답십리동 12번지,13850.9,44577.97,제 2종 일반주거지역,,12307.6,869.3,674,,,,,아파트,27.18,243.11,62,21,2,268,150,118,,58,28,30,,,/servlet/image?url=images/assc/2022/05/202205021015321651454132877.png,/servlet/image/assc/2024/04/202404171443361713332616735.jpg,/servlet/image/assc/2024/04/202404171449181713332958556.jpg,"서울특별시 동대문구 한천로11길 6, 미주빌딩 402호 (답십리동)",02-2248-4739
서울특별시 동작구 사당동 167-19,동작구,사당동 167-19,,,NO_RESULT,11590-100001010,사당동,재건축,조합청산,사당1 주택재건축정비사업 조합,조합청산,운영,186,사당1주택재건축정비사업조합,동작구 사당동 167-19번지,33693.8,117795.07,제3종일반주거지역,재건축정비사업구역,24057.8,7946.5,1689.5,0,0,0,0,공동주택 및 부대복리시설,20.38,288.95,,25,2,668,158,486,24,70,,,70,,/servlet/image/assc/2010/08/201008181245081282103108058.jpg,/servlet/image/assc/2012/04/201204231740131335170413524.jpg,/servlet/image/assc/2012/04/201204231749421335170982891.jpg,래미안 로이파크 후면상가 201호,02-596-5752
서울특별시 마포구 신수동 91-90,마포구,신수동 91-90,126.9355322,37.54862425,,11440-900001202,신수동,지역주택,조합,신수동무쇠막 지역주택조합,조합설립인가,운영,1,신수동무쇠막 지역주택조합,마포구 신수동 91-90,15848,80334.54,,,,,,,,,,주거용,31.21,406.95,90,28,4,330,66,264,,158,,25,133,,/servlet/image?url=images/assc/2025/10/202510011202251759287745252.pdf,/servlet/image?url=images/assc/2024/05/202405141138051715654285013.png,/servlet/image?url=images/assc/2024/05/202405101851051715334665201.jpg,"서울특별시 마포구 신수로 88, 2층 (신수동)",02-704-0563
서울특별시 양천구 목동 523,양천구,목동 523,,,NO_RESULT,11470-900001203,목동,재개발(도시정비형),공공지원자,목동 523번지 일대 도시정비형 재개발사업(역세권 활성화 사업),정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
서울특별시 서대문구 연희동 721-6,서대문구,연희동 721-6,126.9321522,37.57691094,,11410-900001218,연희동,재개발(주택정비형),추진위원회,연희2구역 공공재개발사업,조합설립추진위원회승인,운영,655,연희2구역 주택정비형 공공재개발사업,서대문구 연희동 721-6,49745,104476.84,제1종 제2종 일반주거지역,,44263.4,1054.2,4427.4,,,,,공동주택,21.19,238.34,75,25,4,844,311,445,88,223,34,,189,,/servlet/image?url=images/assc/2024/08/202408071650221723017022775.jpg,/servlet/image?url=images/assc/2024/08/202408071650221723017022878.jpg,/servlet/image?url=images/assc/2024/08/202408071650231723017023130.jpg,"서울특별시 서대문구 증가로 80, 301호 (연희동)",02-323-7216
서울특별시 동작구 사당동 277-1,동작구,사당동 277-1,126.9717138,37.48229025,,11590-900001219,사당동,지역주택,조합,(가칭)동작남성역지역주택조합,조합설립인가,운영,250,(가칭)동작남성역지역주택조합,동작구 사당동 277-1,26387.5,161630.54,지구단위계획구역,준주거지역,21165.3,5222.22,,,,,,아파트 및 부대시설,32.34,499.82,,39,4,766,346,420,,168,,,168,,/servlet/image?url=images/assc/2025/09/202509261032451758850365332.png,/servlet/image?url=images/assc/2025/09/202509170934361758069276945.jpg,,"서울특별시 동작구 사당로16길 28, 2층 (사당동)",02-582-3887
서울특별시 서대문구 홍은동 338-5,서대문구,홍은동 338-5,,,NO_RESULT,11410-100010002,홍은동,재건축,조합,홍은동제2 주택재건축정비사업 조합,준공인가,운영,276,홍은동제2주택재건축정비사업조합,서대문구 홍은동 338-5번지,33199,89544.69,제2종일반주거지역,,272.24,3349,2012,,614,,,공동주택,25.97,209.46,40,14,4,608,279,329,,17,,,17,,/servlet/image/assc/2013/09/201309091422331378704153613.jpg,/servlet/image/assc/2019/08/201908301403541567141434342.jpg,/servlet/image/assc/2019/08/201908301407461567141666376.jpg,2층,02-372-4536
서울특별시 송파구 풍납동 388-7,송파구,풍납동 388-7,,,NO_RESULT,11710-100002004,풍납동,재건축,조합,풍납우성아파트 주택재건축정비사업 조합,조합해산,운영,562,풍납우성아파트주택재건축정비사업,송파구 풍납2동 388-7번지389 2필지,24036.4,112372.56,제3종일반주거지역,아파트지구역사문화미관지구,24036.4,,,,,,,공동주택,19.9,299.71,102,35,3,602,18,558,26,95,,,95,,/servlet/image/assc/2015/06/201506171704001434528240805.jpg,/servlet/image/assc/2015/01/201501051132531420425173458.jpg,/servlet/image/assc/2015/01/201501051133551420425235426.jpg,서울시 송파구 올림픽로 43길 30 (우성아파트),02-6417-3886
서울특별시 동작구 흑석동 253-89,동작구,흑석동 253-89,126.9607835,37.50031368,,11590-100002006,흑석동,재개발(주택정비형),조합,흑석3재정비촉진구역 주택재개발정비사업조합,준공인가,운영,1042,흑석3재정비 촉진구역,흑석동253-89번지 외 808필지,103497.4,168683.95,제12종 일반주거지역,,77410.3,16179.4,9549.4,,4245.9,358.3,1283,공동주택,23.67,244.77,572,20,5,1130,542,552,36,338,156,136,46,,/servlet/image/assc/2015/05/201505061653511430898831499.png,/servlet/image/assc/2015/11/201511201151201447987880332.jpg,/servlet/image/assc/2015/11/201511201154251447988065625.jpg,"서울특별시 동작구 서달로 153, 흑석중앙상가 5층 (흑석동)",02-812-6737
서울특별시 서초구 반포동 2-1,서초구,반포동 2-1,,,NO_RESULT,11650-100002029,반포동,재건축,조합청산,신반포1차아파트 주택재건축정비사업 조합,조합청산,운영,784,신반포1차재건축주택조합,서초구 반포동 2-1번지,77961,346787.25,제3종 일반주거지역,아파트 지구,68853.23,5655.72,3452.05,,,,,공동주택(아파트 및 부대시설 근생시설),19.43,299.68,,38,3,1612,323,687,602,85,,,85,,/servlet/image/assc/2010/10/201010181153381287370418180.jpg,/servlet/image/assc/2014/05/201405141945541400064354659.jpg,/servlet/image?url=images/assc/2016/03/201603161357271458104247085.jpg,"서울특별시 서초구 반포대로 304, 금정빌딩 703호 (잠원동)",02-592-8696
서울특별시 관악구 봉천동 1,관악구,봉천동 1,,,NO_RESULT,11620-900000021,봉천동,재개발(주택정비형),조합,봉천제14구역 재개발정비사업조합,사업시행인가,운영,668,봉천제14구역 재개발정비사업,봉천3동 4-51번지 일원,74264.5,148486, 제3종일반주거지역,,58782.2,9079.7,5134.1,,1268.5,,,공동주택 등,23.46,270.83,884,27,4,1311,643,560,108,260,95,85,80,1571세대,/servlet/image?url=images/assc/2019/12/201912061544301575614670280.jpg,/servlet/image?url=images/assc/2023/10/202310111418481697001528041.jpg,/servlet/image?url=images/assc/2025/07/202507211642501753083770866.jpg,2층,02-887-5510
서울특별시 광진구 구의동 592-39,광진구,구의동 592-39,127.0903085,37.53452766,,11215-900001126,구의동,가로주택정비,조합,한양연립 일대 가로주택정비사업,사업시행인가,운영,101,한양연립 일대 가로주택정비사업,광진구 구의동 592-39,9877.8,39333.81,도시지역,제2종일반주거지역(7층이하),9877.8,0,,,,,,공동주택(아파트),31.64,248.6,43,15,2,176,19,132,25,39,,,39,,/servlet/image?url=images/assc/2024/01/202401100945571704847557708.png,/servlet/image?url=images/assc/2024/08/202408201558541724137134870.jpg,/servlet/image?url=images/assc/2024/08/202408201601111724137271839.jpg,서울특별시 강남구 테헤란로 137 (역삼동),02-3451-1199
서울특별시 금천구 시흥동 934,금천구,시흥동 934,126.9055937,37.44846603,,11545-900001127,시흥동,가로주택정비,조합,시흥동 934번지 일대 가로주택정비사업,조합설립인가,운영,59,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
서울특별시 용산구 서계동 33,용산구,서계동 33,,,NO_RESULT,11170-900001142,서계동,재개발(주택정비형),공공지원자,서계 통합구역 주택정비형재개발 사업(신속통합기획),정비구역지정,운영,1879,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
서울특별시 성북구 정릉동 226-1,성북구,정릉동 226-1,127.0133632,37.61094572,,11290-900001153,정릉동,가로주택정비,조합,정릉동 226-1번지 일대 가로주택정비사업  조합,조합설립인가,운영,95,정릉동 226-1번지 일대 가로주택정비사업조합,성북구 정릉로27길 123 B01호(정릉동 금강빌라),7924.34,,,,,,,,,,,,,,,,,0,,,,0,,,,,/servlet/image?url=images/assc/2024/03/202403191035291710812129624.jpg,/servlet/image?url=images/assc/2024/01/202401241108531706062133642.jpg,,"서울특별시 성북구 정릉로27길 123, B01호 (정릉동, 금강빌라)",02-911-5707
서울특별시 구로구 고척동 227-1,구로구,고척동 227-1,126.8537718,37.50823403,,11530-900001159,고척동,소규모재건축,조합,한성아파트 소규모재건축정비사업,조합설립인가,운영,130,한성아파트 소규모재건축정비사업,구로구 고척동 227-1 227-6,6508,32329.89,제2종일반주거지역 (7층이하),,,,,,,,,주거지역,35.28,293.96,,21,3,186,122,64,,20,20,,,,/servlet/image?url=images/assc/2025/07/202507071749351751878175508.png,/servlet/image?url=images/assc/2024/05/202405221605021716361502763.jpg,/servlet/image?url=images/assc/2025/07/202507071721071751876467539.png,"서울특별시 구로구 고척로 190, 4층 (고척동)",02-2689-9177
서울특별시 서초구 양재동 18-18,서초구,양재동 18-18,127.040723,37.48146418,,11650-900001161,양재동,가로주택정비,조합,"양재동 풍림, 현대빌라 가로주택정비사업조합",조합설립인가,운영,30,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
서울특별시 강동구 천호동 214-19,강동구,천호동 214-19,127.1341277,37.54300768,,11740-900001168,천호동,재개발(주택정비형),공공지원자,(가칭)천호동 214-19번지 일대 재개발,정비계획 수립,운영,0,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
서울특별시 구로구 구로동 153-3,구로구,구로동 153-3,126.8945165,37.49119509,,11530-900001170,구로동,지역주택,조합,(가칭)구로3동 16통 24통 지역주택조합사업,조합설립인가,운영,166,(가칭)구로3동16통24통 지역주택조합,구로구 구로동 153-3,7935.92,13923.11,준공업지역 2종일반주거지역(7층이하),,7837.79,98.11,,,,,,준주거,22.11,79.41,21,7,1,70,70,,,0,,,,,/servlet/image?url=images/assc/2024/01/202401251127061706149626065.png,,/servlet/image?url=images/assc/2024/01/202401251127071706149627396.png,"서울특별시 구로구 도림로28길 6, 1층 (구로동)",02-863-0488
서울특별시 은평구 응암동 626-108,은평구,응암동 626-108,,,NO_RESULT,11380-900000048,응암동,재건축,조합,응암3 주택재건축정비사업조합,조합해산,운영,435,응암3구역 주택재건축 정비사업,응암동 626-108번지,30931,,제2종일반주거지역,,25988,3350,1550,,,,,공동주택 및 부대복리시설,22.13,246.88,60,,,574,140,298,136,22,,,22,임대포함,/servlet/image/assc/2011/09/201109051009431315184983047.jpg,/servlet/image/assc/2015/02/201502131516181423808178668.jpg,/servlet/image/assc/2015/02/201502131517211423808241625.jpg,5층,02-309-2760
서울특별시 용산구 한강로3가 40-19,용산구,한강로3가 40-19,126.9621964,37.52379242,,11170-900000831,한강로3가,재개발(도시정비형),조합,정비창전면 제3구역 도시정비형 재개발 정비사업 조합,조합설립인가,운영,29,정비창전면 제3구역 도시정비형 재개발사업,용산구 한강로3가 40-19,5805,60904.79,일반상업지역,중심지미관지구 / 방화지구,5805,468,0,0,1000,0,0,공동주택 외,57.64,959.26,120,25,5,128,,108,20,0,,,,,/servlet/image?url=images/assc/2021/11/202111162249551637070595258.jpg,/servlet/image?url=images/assc/2021/11/202111162249551637070595514.jpg,/servlet/image?url=images/assc/2021/11/202111162249551637070595907.jpg,"서울특별시 용산구 한강대로 23, 8층 (한강로3가)",02-555-6033
서울특별시 영등포구 양평동2가 29-6,영등포구,양평동2가 29-6,126.8852651,37.52385879,,11560-900000555,양평동,재개발(도시정비형),추진위원회,71. 양평제14구역 도시환경정비사업 조합설립추진위원회,조합설립추진위원회승인,운영,127,양평제14구역 도시환경정비사업 ,영등포구 선유서로 25길 5(양평동2가31-2),11082.1,,준공업지역,공동주택(아파트)및 부대복리시설 근린생활시설,,9.6,1099,,,,,공동주택,,,,,,198,153,45,,60,,60,,,/servlet/image?url=images/assc/2019/08/201908081333021565238782534.png,/servlet/image?url=images/assc/2019/08/201908081333021565238782818.jpg,/servlet/image?url=images/assc/2019/08/201908081336341565238994524.jpg,양평제14구역도시환경정비사업조합설립추진위원회,02-2677-5500
서울특별시 중랑구 면목동 1251-4,중랑구,면목동 1251-4,127.0906626,37.5916838,,11260-900000931,면목동,가로주택정비,조합,면목역2구역 가로주택정비사업 ,조합설립인가,운영,292,면목역2구역 가로주택정비사업,중랑구 면목동 1251-4,15930.9,48474.01,,,,,,,,,,아파트,32.18,304.28,,36,3,392,182,206,4,128,77,,51,,/servlet/image?url=images/assc/2024/07/202407291114231722219263493.png,/servlet/image?url=images/assc/2022/08/202208021807581659431278933.jpg,,"서울특별시 중랑구 면목로91길 31, 2층 (상봉동)",02-2207-9996
서울특별시 동작구 사당동 217-15,동작구,사당동 217-15,126.9677368,37.48602265,,11590-900000934,사당동,지역주택,조합,(가칭)사당5동지역주택조합 추진위원회,조합설립인가,운영,134,(가칭)사당5동지역주택조합 추진위원회,동작구 사당동 217-15,16239,96115.81,,,,,,,,,,공동주택 및 부대복리시설 근린생활시설,47.57,439.74,,29,4,502,188,314,,0,,,,59㎡: 188세대(임대주택 172세대 포함),/servlet/image?url=images/assc/2022/08/202208041756101659603370638.jpg,,,"서울특별시 동작구 솔밭로 103, 1층 (사당동)",02-521-1358
서울특별시 동작구 사당동 235-81,동작구,사당동 235-81,126.9672165,37.48282681,,11590-900000936,사당동,지역주택,조합,(가칭)남성역지역주택조합 추진위원회,조합설립인가,운영,538,(가칭)남성역지역주택조합 추진위원회,동작구 사당동 235-53,42060,220967.78,,,11076,4466,2303,1674,957,0,1676,아파트 및 부대시설 근린생활시설,16.2,459.91,120,39,5,1034,498,488,48,277,,,277,,/servlet/image?url=images/assc/2024/05/202405171108271715911707105.jpg,/servlet/image?url=images/assc/2024/07/202407051219551720149595003.jpg,/servlet/image?url=images/assc/2024/07/202407051219581720149598861.jpg,"서울특별시 동작구 솔밭로 98, 2층 (사당동)",02-5875-5559
서울특별시 송파구 풍납동 299-1,송파구,풍납동 299-1,127.1115628,37.5339088,,11710-900000938,풍납동,리모델링,조합,강변현대아파트 리모델링사업조합,조합설립인가,운영,104,강변현대아파트 리모델링사업조합,송파구 풍납동 299-1,5165,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,"서울특별시 송파구 한가람로 402, 101동 지하(호) (풍납동, 현대아파트)",070-8648-3546
서울특별시 송파구 문정동 72-3,송파구,문정동 72-3,127.1257131,37.48166967,,11710-900000939,문정동,리모델링,조합,문정건영아파트 리모델링주택조합,조합설립인가,운영,545,문정건영아파트 리모델링주택조합,송파구 문정동 72-3,212632,134098.21,공동주택 및 부대복리시설,제3종 일반주거지역,,,,,,,,주거용,33.85,390.97,,18,4,81,,,81,0,,,,,/servlet/image?url=images/assc/2022/09/202209261521251664173285827.gif,/servlet/image?url=images/assc/2022/09/202209301459361664517576755.jpg,/servlet/image?url=images/assc/2022/10/202210051102411664935361810.jpg,"서울특별시 송파구 문정로4길 36, 503호 (문정동)",02-430-0222
서울특별시 송파구 오금동 67-7,송파구,오금동 67-7,127.1361328,37.50298252,,11710-900000940,오금동,리모델링,조합,오금아남아파트 리모델링주택조합,조합설립인가,운영,299,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
서울특별시 송파구 거여동 294,송파구,거여동 294,127.1453004,37.48884238,,11710-900000941,거여동,리모델링,조합,거여5단지아파트 리모델링주택조합,조합설립인가,운영,605,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,
서울특별시 영등포구 영등포동5가 81-1,영등포구,영등포동5가 81-1,126.9060235,37.52195835,,11560-900000511,영등포동,재개발(도시정비형),공공지원자,25. 영등포1-9 재정비촉진구역,정비구역지정,일시중단,48,영등포1-9 재정비촉진구역,영등포동5가 81-1,2184.6,,일반상업지역,-,1712,472.6,,,,,,"판매, 근린생활, 업무, 주거",63,580,60,17,4,0,,,,0,,,,,/servlet/image/assc/2013/09/201309271330161380256216827.jpg,,,,
서울특별시 관악구 봉천동 480,관악구,봉천동 480,126.9479245,37.48969881,,11620-100003010,봉천동,재개발(주택정비형),조합,봉천4-1-3구역 주택재개발정비사업조합,사업시행인가,운영,493,관악구 봉천동 4-1-3구역 주택재개발 정비사업,관악구 봉천동 480번지,79832,160576.78,제2종 일반주거지역(7층) 제3종 일반주거지역,,35303.1,948.8,,3999.8,,,985,공동주택 및 부대복리시설 등,27.36,259.53,83,28,3,694,314,274,106,161,46,81,34,,/servlet/image?url=images/assc/2023/06/202306071817101686129430858.png,/servlet/image?url=images/assc/2023/06/202306071817111686129431001.png,/servlet/image/assc/2024/08/202408051553501722840830573.jpg,성현빌딩 2층,02-871-4811
서울특별시 구로구 오류동 150-42,구로구,오류동 150-42,126.8438285,37.49055169,,11530-900000731,오류동,소규모재건축,조합,길훈아파트소규모재건축정비사업조합,조합설립인가,운영,196,길훈아파트 소규모재건축정비사업,구로구 오류동 150-42,9096,34572.32,도시지역,제2종일반주거지역,9096,0,0,0,0,0,0,공동주택,24.31,187.27,0,15,2,242,238,4,,26,,,26,,/servlet/image?url=images/assc/2020/04/202004141159271586833167181.jpg,/servlet/image?url=images/assc/2020/04/202004141203551586833435611.jpg,/servlet/image?url=images/assc/2020/04/202004141204221586833462815.jpg,"서울특별시 구로구 오류로8라길 20-8, 길훈상가2층 (오류동, 길훈아파트)",02-2685-9799
서울특별시 마포구 도화동 536,마포구,도화동 536,126.947356,37.5425217,,11440-900000735,도화동,재개발(주택정비형),조합,마포로1구역 제10지구 도시정비형 재개발사업 조합,사업시행인가,운영,162,마포로1구역 제10지구 도시정비형 재개발사업 ,마포구 도화동 536,3280.5,44403.7,일반상업지역,주상복합지구,3280.5,76.5,,,,,,비주거,51.36,869.84,23,23,7,100,,,100,0,,,,,/servlet/image?url=images/assc/2020/05/202005281658461590652726109.jpg,/servlet/image/assc/2025/04/202504221545311745304331902.jpg,/servlet/image/assc/2025/04/202504221546321745304392075.jpg,"서울특별시 마포구 독막로 331, 1107호 (도화동)",02-704-7110
서울특별시 성동구 용답동 108-1,성동구,용답동 108-1,127.0502623,37.56724503,,11200-100002000,용답동,재개발(주택정비형),조합,용답동 주택재개발정비사업조합,일반분양승인,운영,627,용답동 주택재개발정비사업조합,성동구 용답동 108-1번지,73341,231651.08,제3종 일반주거지역,제3종 일반주거지역,53959,9173,17796,,,,,공동주택(아파트),11.6,249.86,,35,2,1033,,783,250,218,102,87,29,,/servlet/image/assc/2011/11/201111171546271321512387853.jpg,/servlet/image?url=images/assc/2022/06/202206281148331656384513892.png,/servlet/image/assc/2017/09/201709201753401505897620341.jpg,"서울특별시 성동구 용답중앙11길 12 (용답동,제일아카데미)",02-2217-0194
서울특별시 은평구 응암동 225-1,은평구,응암동 225-1,,,NO_RESULT,11380-900000017,응암동,재건축,조합청산,응암제4구역 주택재건축정비사업조합,조합청산,운영,259,응암동 225-1 주택재건축정비구역,은평구 응암동 225-1,19644,54360.23,2종일반주거지역,미관지구,15209,3228,1207,,,,,공동주택및부대복리시설,22.78,230.51,4235,15,3,358,125,233,,0,,,,,/servlet/image/assc/2010/06/201006091157231276052243738.jpg,/servlet/image/assc/2017/08/201708251445331503639933810.jpg,/servlet/image/assc/2019/07/201907031343011562128981588.jpg,4층,02-351-3610
서울특별시 서초구 서초동 1332-1,서초구,서초동 1332-1,,,NO_RESULT,11650-900000121,서초동,재건축,조합,우성3차 주택재건축정비사업조합,조합해산,운영,315,서초우성3차 주택재건축정비구역(아파트지구),서초구 서초동 1332-1,16736.7,75765.75,3종일반주거지역,아파트지구,16527.1,209.6,,,,,,공동주택,17.52,299.99,107,33,2,421,85,211,125,65,,,65,,/servlet/image/assc/2010/10/201010181442081287380528079.jpg,/servlet/image/assc/2012/07/201207181600341342594834928.jpg,/servlet/image/assc/2014/08/201408051611031407222663252.jpg,제이스퀘어빌딩 306호,02-521-4348
서울특별시 서초구 방배동 1018-1,서초구,방배동 1018-1,127.0015897,37.47887673,,11650-900000122,방배동,재건축,조합,방배삼익아파트 주택재건축정비사업조합,일반분양승인,운영,476,방배삼익아파트주택재건축,서초구 방배동 1018-1,29468.9,146550.29,제3종 일반주거지역,아파트지구,25790.9,2794,0,0,0,0,884,공공주택 및 부대복리시설,25.29,294.44,81,27,5,707,212,344,151,86,,86,,,/servlet/image?url=images/assc/2021/11/202111111527171636612037418.png,/servlet/image/assc/2025/09/202509241734441758702884021.png,/servlet/image/assc/2025/09/202509241732451758702765567.jpg,301호 (우신빌딩),02-6015-6017
